DATETIME,Q_inf,DO_1,DO_2,DO_3,NO3,NH4,Q_air_1,Q_air_2,Q_air_3,Q_air_4,Q_air_5,Temp
2021-05-05 13:12:00,4966.26995069124,0.308426924054938,0.0952566819554706,0.131384173445481,0.543512337122317,2.81437717568345,307.00298139706,388.750340196517,607.987034006172,1692.34861947196,495.315561120017,13.9275668195059
2021-05-05 13:57:00,5028.08248649045,0.290329464985641,0.155439138340527,0.184060375528031,0.587145420611336,5.16759515972614,308.485625751166,390.900667388548,612.040861324872,1964.97310077535,661.348978430832,14.1743367762581
2021-05-05 15:12:00,4864.9790183191,0.703849857570569,0.593973365156446,1.13001763030327,0.61010378326474,3.06410788613372,304.631592890586,396.05909822142,1194.51420192134,2518.13452703513,2049.79413883847,14.5879935299147
2021-05-05 16:12:00,4971.85876829051,1.60013947388597,0.736537872138536,1.87377278023313,0.515262249305015,1.98786893261234,309.171035601987,393.07095643457,1621.51088042973,2666.45297925425,2201.23760524161,14.2058593931032
2021-05-05 18:12:00,1906.26703384593,0.76250451103527,0.34943305278055,0.310344374161698,2.10644804965839,0.746600423439542,329.280889398024,400.892889196323,1069.13417416442,1910.52165137609,678.695770447325,14.3884499345479
2021-05-05 19:42:00,1671.54022626346,0.526242914501661,0.160698070720993,0.237781344703242,3.18215809017182,1.42046116657072,261.704239174325,388.368847269873,813.15830106554,1799.63346426157,633.516476616453,15.1573497741244
2021-05-05 20:12:00,1568.68425594549,0.483261595868974,0.354351897032022,0.206257938627716,2.74211572156945,1.05678430884626,259.953913972309,419.99297081744,714.035848913888,1750.7850265364,624.601876367279,15.2682448063431
2021-05-05 20:27:00,1807.90416105941,0.310991201969588,0.408145750028105,0.244566556860814,2.58964099605016,0.91347578778949,256.512538888631,415.155586283576,643.381006346504,1658.27600260952,606.005791147108,15.3200461931213
2021-05-05 20:42:00,1633.8782826359,0.328510326053508,0.458415302648167,0.225232668095865,2.54441289739757,0.614057694250411,253.14025792861,408.022109737264,641.224628194361,1475.51267825859,605.200622129295,15.2322806937368
2021-05-05 20:57:00,1585.06456811399,0.334424096943714,0.187669901028153,0.290329077418022,2.52602578511381,0.351519733819001,254.118899096439,406.96235132963,640.567494803584,1438.63177843427,604.247007253763,15.2543939080643
2021-05-05 21:12:00,1701.74153280347,0.306101715076937,0.124554378340898,0.360602522249173,2.48570179558874,0.247426067791799,253.487804418611,401.810280066618,641.963164419491,1441.31481413134,586.148401688218,15.1724021848267
2021-05-05 21:27:00,1573.45450971804,0.300045044999315,0.116129582256357,0.237811775548061,2.53625797664294,0.261900045311269,251.667632637743,405.448924392611,630.854314735195,1459.85169754426,536.954221219349,15.2028323703718
